p,pi,theta,n,G2_z
100,0.016,0.39,1.46008888106399,0.32799755487652604
100,0.016,0.4,1.46008888106399,0.32799755487652604
100,0.016,0.41000000000000003,1.46008888106399,0.32799755487652604
100,0.016,0.42000000000000004,1.46008888106399,0.32799755487652604
100,0.016,0.43000000000000005,1.46008888106399,0.32799755487652604
100,0.016,0.44000000000000006,1.46008888106399,0.32799755487652604
100,0.016,0.45000000000000007,1.46008888106399,0.32799755487652604
100,0.016,0.45999999999999996,1.46008888106399,0.32799755487652604
100,0.016,0.47,1.46008888106399,0.32799755487652604
100,0.016,0.48,1.46008888106399,0.32799755487652604
100,0.016,0.49,1.46008888106399,0.32799755487652604
100,0.016,0.5,1.46008888106399,0.32799755487652604
100,0.02,0.1,-1.0630180810535075,1.9597058807886898
100,0.02,0.11,-1.0650781909405804,1.9585048743001636
100,0.02,0.12000000000000001,-1.0738389395289756,1.9532738238168057
100,0.02,0.13,-1.106411057342641,1.9335567873795345
100,0.02,0.14,-1.106411057342641,1.9335567873795345
100,0.02,0.15000000000000002,-1.214431472321907,1.8705479970256464
100,0.02,0.16,-1.214431472321907,1.8705479970256464
100,0.02,0.17,-1.565335408844561,1.7045570977062598
100,0.02,0.18,-1.565335408844561,1.7045570977062598
100,0.02,0.19,-1.565335408844561,1.7045570977062598
100,0.02,0.2,-1.565335408844561,1.7045570977062598
100,0.02,0.21000000000000002,-3.1930176831084545,1.3584484140190207
100,0.02,0.22,-3.1930176831084545,1.3584484140190207
100,0.02,0.23,-3.1930176831084545,1.3584484140190207
100,0.02,0.24000000000000002,-3.1930176831084545,1.3584484140190207
100,0.02,0.25,-3.1930176831084545,1.3584484140190207
100,0.02,0.26,6.14851093246366,0.8228907666292831
100,0.02,0.27,6.14851093246366,0.8228907666292831
100,0.02,0.28,6.14851093246366,0.8228907666292831
100,0.02,0.29000000000000004,6.14851093246366,0.8228907666292831
100,0.02,0.30000000000000004,6.14851093246366,0.8228907666292831
100,0.02,0.31,6.14851093246366,0.8228907666292831
100,0.02,0.32,6.14851093246366,0.8228907666292831
100,0.02,0.33,6.14851093246366,0.8228907666292831
100,0.02,0.33999999999999997,1.1515995919116175,0.2761756682522918
100,0.02,0.35,1.1515995919116175,0.2761756682522918
100,0.02,0.36,1.1515995919116175,0.2761756682522918
100,0.02,0.37,1.1515995919116175,0.2761756682522918
100,0.02,0.38,1.1515995919116175,0.2761756682522918
100,0.02,0.39,1.1515995919116175,0.2761756682522918
100,0.02,0.4,1.1515995919116175,0.2761756682522918
100,0.02,0.41000000000000003,1.1515995919116175,0.2761756682522918
100,0.02,0.42000000000000004,1.1515995919116175,0.2761756682522918
100,0.02,0.43000000000000005,1.1515995919116175,0.2761756682522918
100,0.02,0.44000000000000006,1.1515995919116175,0.2761756682522918
100,0.02,0.45000000000000007,1.1515995919116175,0.2761756682522918
100,0.02,0.45999999999999996,1.1515995919116175,0.2761756682522918
100,0.02,0.47,1.1515995919116175,0.2761756682522918
100,0.02,0.48,1.1515995919116175,0.2761756682522918
100,0.02,0.49,1.1515995919116175,0.2761756682522918
100,0.02,0.5,1.1515995919116175,0.2761756682522918
100,0.024,0.1,-0.7586943129498437,2.350672987539561
100,0.024,0.11,-0.7627447235944036,2.3463668330784015
100,0.024,0.12000000000000001,-0.7769381654721031,2.3308008821373205
100,0.024,0.13,-0.8208391124771038,2.282107394578044
100,0.024,0.14,-0.8208391124771038,2.282107394578044
100,0.024,0.15000000000000002,-0.9448789429804549,2.152963797138224
100,0.024,0.16,-0.9448789429804549,2.152963797138224
100,0.024,0.17,-1.3047902119461097,1.8706068278253498
100,0.024,0.18,-1.3047902119461097,1.8706068278253498
100,0.024,0.19,-1.3047902119461097,1.8706068278253498
100,0.024,0.2,-1.3047902119461097,1.8706068278253498
100,0.024,0.21000000000000002,-2.975728105866379,1.381989093695259
100,0.024,0.22,-2.975728105866379,1.381989093695259
100,0.024,0.23,-2.975728105866379,1.381989093695259
100,0.024,0.24000000000000002,-2.975728105866379,1.381989093695259
100,0.024,0.25,-2.975728105866379,1.381989093695259
100,0.024,0.26,4.054315788297296,0.754501056180814
100,0.024,0.27,4.054315788297296,0.754501056180814
100,0.024,0.28,4.054315788297296,0.754501056180814
100,0.024,0.29000000000000004,4.054315788297296,0.754501056180814
100,0.024,0.30000000000000004,4.054315788297296,0.754501056180814
100,0.024,0.31,4.054315788297296,0.754501056180814
100,0.024,0.32,4.054315788297296,0.754501056180814
100,0.024,0.33,4.054315788297296,0.754501056180814
100,0.024,0.33999999999999997,0.8788789309282377,0.22287924661999683
100,0.024,0.35,0.8788789309282377,0.22287924661999683
100,0.024,0.36,0.8788789309282377,0.22287924661999683
100,0.024,0.37,0.8788789309282377,0.22287924661999683
100,0.024,0.38,0.8788789309282377,0.22287924661999683
100,0.024,0.39,0.8788789309282377,0.22287924661999683
100,0.024,0.4,0.8788789309282377,0.22287924661999683
100,0.024,0.41000000000000003,0.8788789309282377,0.22287924661999683
100,0.024,0.42000000000000004,0.8788789309282377,0.22287924661999683
100,0.024,0.43000000000000005,0.8788789309282377,0.22287924661999683
100,0.024,0.44000000000000006,0.8788789309282377,0.22287924661999683
100,0.024,0.45000000000000007,0.8788789309282377,0.22287924661999683
100,0.024,0.45999999999999996,0.8788789309282377,0.22287924661999683
100,0.024,0.47,0.8788789309282377,0.22287924661999683
100,0.024,0.48,0.8788789309282377,0.22287924661999683
100,0.024,0.49,0.8788789309282377,0.22287924661999683
100,0.024,0.5,0.8788789309282377,0.22287924661999683
100,0.028,0.1,-0.5922862681647977,2.7394812423582873
100,0.028,0.11,-0.5994200044079698,2.727517294361645
100,0.028,0.12000000000000001,-0.6206859247619961,2.6905999691148623
100,0.028,0.13,-0.6774206979746241,2.5920185401591747
100,0.028,0.14,-0.6774206979746241,2.5920185401591747
100,0.028,0.15000000000000002,-0.8197753191156751,2.368832634231547
100,0.028,0.16,-0.8197753191156751,2.368832634231547
100,0.028,0.17,-1.2080177854254637,1.9522875102652288
100,0.028,0.18,-1.2080177854254637,1.9522875102652288
100,0.028,0.19,-1.2080177854254637,1.9522875102652288
100,0.028,0.2,-1.2080177854254637,1.9522875102652288
100,0.028,0.21000000000000002,-3.2362639955460293,1.3369655338286472
100,0.028,0.22,-3.2362639955460293,1.3369655338286472
100,0.028,0.23,-3.2362639955460293,1.3369655338286472
100,0.028,0.24000000000000002,-3.2362639955460293,1.3369655338286472
100,0.028,0.25,-3.2362639955460293,1.3369655338286472
100,0.028,0.26,2.5935841438456095,0.662424600261314
100,0.028,0.27,2.5935841438456095,0.662424600261314
100,0.028,0.28,2.5935841438456095,0.662424600261314
100,0.028,0.29000000000000004,2.5935841438456095,0.662424600261314
100,0.028,0.30000000000000004,2.5935841438456095,0.662424600261314
100,0.028,0.31,2.5935841438456095,0.662424600261314
100,0.028,0.32,2.5935841438456095,0.662424600261314
100,0.028,0.33,2.5935841438456095,0.662424600261314
100,0.028,0.33999999999999997,0.6612473900201138,0.1745869608063972
100,0.028,0.35,0.6612473900201138,0.1745869608063972
100,0.028,0.36,0.6612473900201138,0.1745869608063972
100,0.028,0.37,0.6612473900201138,0.1745869608063972
100,0.028,0.38,0.6612473900201138,0.1745869608063972
100,0.028,0.39,0.6612473900201138,0.1745869608063972
100,0.028,0.4,0.6612473900201138,0.1745869608063972
100,0.028,0.41000000000000003,0.6612473900201138,0.1745869608063972
100,0.028,0.42000000000000004,0.6612473900201138,0.1745869608063972
100,0.028,0.43000000000000005,0.6612473900201138,0.1745869608063972
100,0.028,0.44000000000000006,0.6612473900201138,0.1745869608063972
100,0.028,0.45000000000000007,0.6612473900201138,0.1745869608063972
100,0.028,0.45999999999999996,0.6612473900201138,0.1745869608063972
100,0.028,0.47,0.6612473900201138,0.1745869608063972
100,0.028,0.48,0.6612473900201138,0.1745869608063972
100,0.028,0.49,0.6612473900201138,0.1745869608063972
100,0.028,0.5,0.6612473900201138,0.1745869608063972
100,0.032,0.1,-0.4886194754126937,3.1234745323683457
100,0.032,0.11,-0.49993126707218305,3.0959061514151944
100,0.032,0.12000000000000001,-0.5293598001113039,3.0217778381856104
100,0.032,0.13,-0.5990982481873346,2.8492869554783193
100,0.032,0.14,-0.5990982481873346,2.8492869554783193
100,0.032,0.15000000000000002,-0.7598553048731282,2.5089924423112193
100,0.032,0.16,-0.7598553048731282,2.5089924423112193
100,0.032,0.17,-1.1907344859392677,1.9555564733163275
100,0.032,0.18,-1.1907344859392677,1.9555564733163275
100,0.032,0.19,-1.1907344859392677,1.9555564733163275
100,0.032,0.2,-1.1907344859392677,1.9555564733163275
100,0.032,0.21000000000000002,-4.160152464692625,1.243154853652674
100,0.032,0.22,-4.160152464692625,1.243154853652674
100,0.032,0.23,-4.160152464692625,1.243154853652674
100,0.032,0.24000000000000002,-4.160152464692625,1.243154853652674
100,0.032,0.25,-4.160152464692625,1.243154853652674
100,0.032,0.26,1.7077519074696426,0.5626238327634339
100,0.032,0.27,1.7077519074696426,0.5626238327634339
100,0.032,0.28,1.7077519074696426,0.5626238327634339
100,0.032,0.29000000000000004,1.7077519074696426,0.5626238327634339
100,0.032,0.30000000000000004,1.7077519074696426,0.5626238327634339
100,0.032,0.31,1.7077519074696426,0.5626238327634339
100,0.032,0.32,1.7077519074696426,0.5626238327634339
100,0.032,0.33,1.7077519074696426,0.5626238327634339
100,0.032,0.33999999999999997,0.49464837281979607,0.13374751230722004
100,0.032,0.35,0.49464837281979607,0.13374751230722004
100,0.032,0.36,0.49464837281979607,0.13374751230722004
100,0.032,0.37,0.49464837281979607,0.13374751230722004
100,0.032,0.38,0.49464837281979607,0.13374751230722004
100,0.032,0.39,0.49464837281979607,0.13374751230722004
100,0.032,0.4,0.49464837281979607,0.13374751230722004
100,0.032,0.41000000000000003,0.49464837281979607,0.13374751230722004
100,0.032,0.42000000000000004,0.49464837281979607,0.13374751230722004
100,0.032,0.43000000000000005,0.49464837281979607,0.13374751230722004
100,0.032,0.44000000000000006,0.49464837281979607,0.13374751230722004
100,0.032,0.45000000000000007,0.49464837281979607,0.13374751230722004
100,0.032,0.45999999999999996,0.49464837281979607,0.13374751230722004
100,0.032,0.47,0.49464837281979607,0.13374751230722004
100,0.032,0.48,0.49464837281979607,0.13374751230722004
100,0.032,0.49,0.49464837281979607,0.13374751230722004
100,0.032,0.5,0.49464837281979607,0.13374751230722004
100,0.036000000000000004,0.1,-0.41931408287819827,3.498324415355247
100,0.036000000000000004,0.11,-0.43571263446291086,3.443277475564418
100,0.036000000000000004,0.12000000000000001,-0.47375703622860665,3.3122521670252603
100,0.036000000000000004,0.13,-0.5558639585276118,3.0423624289232514
100,0.036000000000000004,0.14,-0.5558639585276118,3.0423624289232514
100,0.036000000000000004,0.15000000000000002,-0.7349775951403535,2.5710332486146728
100,0.036000000000000004,0.16,-0.7349775951403535,2.5710332486146728
100,0.036000000000000004,0.17,-1.2280347171746944,1.8924769018143728
100,0.036000000000000004,0.18,-1.2280347171746944,1.8924769018143728
100,0.036000000000000004,0.19,-1.2280347171746944,1.8924769018143728
100,0.036000000000000004,0.2,-1.2280347171746944,1.8924769018143728
100,0.036000000000000004,0.21000000000000002,-7.631927354538128,1.1192755799284377
100,0.036000000000000004,0.22,-7.631927354538128,1.1192755799284377
100,0.036000000000000004,0.23,-7.631927354538128,1.1192755799284377
100,0.036000000000000004,0.24000000000000002,-7.631927354538128,1.1192755799284377
100,0.036000000000000004,0.25,-7.631927354538128,1.1192755799284377
100,0.036000000000000004,0.26,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.27,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.28,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.29000000000000004,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.30000000000000004,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.31,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.32,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.33,1.1638152522732308,0.4654456901933003
100,0.036000000000000004,0.33999999999999997,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.35,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.36,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.37,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.38,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.39,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.4,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.41000000000000003,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.42000000000000004,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.43000000000000005,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.44000000000000006,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.45000000000000007,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.45999999999999996,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.47,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.48,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.49,0.3691586400972119,0.10069336744756235
100,0.036000000000000004,0.5,0.3691586400972119,0.10069336744756235
100,0.04,0.1,-0.3712811636770531,3.8578662368202807
100,0.04,0.11,-0.39335268665474943,3.75972888862339
100,0.04,0.12000000000000001,-0.4398875563619863,3.550369212470022
100,0.04,0.13,-0.5333934796632186,3.163859041109983
100,0.04,0.14,-0.5333934796632186,3.163859041109983
100,0.04,0.15000000000000002,-0.7318436527246953,2.55888659898123
100,0.04,0.16,-0.7318436527246953,2.55888659898123
100,0.04,0.17,-1.3208788807852083,1.7782769962344327
100,0.04,0.18,-1.3208788807852083,1.7782769962344327
100,0.04,0.19,-1.3208788807852083,1.7782769962344327
100,0.04,0.2,-1.3208788807852083,1.7782769962344327
100,0.04,0.21000000000000002,42.131707398467874,0.98105867853556
100,0.04,0.22,42.131707398467874,0.98105867853556
100,0.04,0.23,42.131707398467874,0.98105867853556
100,0.04,0.24000000000000002,42.131707398467874,0.98105867853556
100,0.04,0.25,42.131707398467874,0.98105867853556
100,0.04,0.26,0.8161164886035349,0.3768511114374547
100,0.04,0.27,0.8161164886035349,0.3768511114374547
100,0.04,0.28,0.8161164886035349,0.3768511114374547
100,0.04,0.29000000000000004,0.8161164886035349,0.3768511114374547
100,0.04,0.30000000000000004,0.8161164886035349,0.3768511114374547
100,0.04,0.31,0.8161164886035349,0.3768511114374547
100,0.04,0.32,0.8161164886035349,0.3768511114374547
100,0.04,0.33,0.8161164886035349,0.3768511114374547
100,0.04,0.33999999999999997,0.2751216116592818,0.07474732788842016
100,0.04,0.35,0.2751216116592818,0.07474732788842016
100,0.04,0.36,0.2751216116592818,0.07474732788842016
100,0.04,0.37,0.2751216116592818,0.07474732788842016
100,0.04,0.38,0.2751216116592818,0.07474732788842016
100,0.04,0.39,0.2751216116592818,0.07474732788842016
100,0.04,0.4,0.2751216116592818,0.07474732788842016
100,0.04,0.41000000000000003,0.2751216116592818,0.07474732788842016
100,0.04,0.42000000000000004,0.2751216116592818,0.07474732788842016
100,0.04,0.43000000000000005,0.2751216116592818,0.07474732788842016
100,0.04,0.44000000000000006,0.2751216116592818,0.07474732788842016
100,0.04,0.45000000000000007,0.2751216116592818,0.07474732788842016
100,0.04,0.45999999999999996,0.2751216116592818,0.07474732788842016
100,0.04,0.47,0.2751216116592818,0.07474732788842016
100,0.04,0.48,0.2751216116592818,0.07474732788842016
100,0.04,0.49,0.2751216116592818,0.07474732788842016
100,0.04,0.5,0.2751216116592818,0.07474732788842016
100,0.044,0.1,-0.3375729238920141,4.194257453893129
100,0.044,0.11,-0.3655285114270842,4.034676463136317
100,0.044,0.12000000000000001,-0.4200119251355344,3.726475600179727
100,0.044,0.13,-0.524034485905215,3.211370661392171
100,0.044,0.14,-0.524034485905215,3.211370661392171
100,0.044,0.15000000000000002,-0.7448095303099072,2.4814689991181074
100,0.044,0.16,-0.7448095303099072,2.4814689991181074
100,0.044,0.17,-1.49541116207527,1.6288468227568917
100,0.044,0.18,-1.49541116207527,1.6288468227568917
100,0.044,0.19,-1.49541116207527,1.6288468227568917
100,0.044,0.2,-1.49541116207527,1.6288468227568917
100,0.044,0.21000000000000002,4.291896322550067,0.8405423734325775
100,0.044,0.22,4.291896322550067,0.8405423734325775
100,0.044,0.23,4.291896322550067,0.8405423734325775
100,0.044,0.24000000000000002,4.291896322550067,0.8405423734325775
100,0.044,0.25,4.291896322550067,0.8405423734325775
100,0.044,0.26,0.5849211363586314,0.2996674546138751
100,0.044,0.27,0.5849211363586314,0.2996674546138751
100,0.044,0.28,0.5849211363586314,0.2996674546138751
100,0.044,0.29000000000000004,0.5849211363586314,0.2996674546138751
100,0.044,0.30000000000000004,0.5849211363586314,0.2996674546138751
100,0.044,0.31,0.5849211363586314,0.2996674546138751
100,0.044,0.32,0.5849211363586314,0.2996674546138751
100,0.044,0.33,0.5849211363586314,0.2996674546138751
100,0.044,0.33999999999999997,0.20471298863678195,0.0548396031031513
100,0.044,0.35,0.20471298863678195,0.0548396031031513
100,0.044,0.36,0.20471298863678195,0.0548396031031513
100,0.044,0.37,0.20471298863678195,0.0548396031031513
100,0.044,0.38,0.20471298863678195,0.0548396031031513
100,0.044,0.39,0.20471298863678195,0.0548396031031513
100,0.044,0.4,0.20471298863678195,0.0548396031031513
100,0.044,0.41000000000000003,0.20471298863678195,0.0548396031031513
