p,q,theta,mu,rhoA0,rhoA,rhoB,rho
100,1500,0.1,0.17500000000000002,0.5,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.525,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.55,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.5750000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.6000000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.625,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.65,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.1,0.17500000000000002,0.675,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.7000000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.7250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.75,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.775,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.8,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.8250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.8500000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.875,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.9,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.925,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.9500000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,0.9750000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.1,0.17500000000000002,1.0,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.0,0.0,0.0,0.0
100,1500,0.2,0.17500000000000002,0.025,0.025029610673190372,2.6402005177979465e-08,0.012514818537597776
100,1500,0.2,0.17500000000000002,0.05,0.050932564315876394,5.817958538734756e-07,0.025466573055865135
100,1500,0.2,0.17500000000000002,0.07500000000000001,0.08581298492739381,6.58176073460981e-06,0.04290978334406421
100,1500,0.2,0.17500000000000002,0.1,1.0000000000000009,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.125,1.0000000000000009,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.15000000000000002,1.0000000000000009,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.17500000000000002,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.2,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.225,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.25,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.275,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.30000000000000004,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.325,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.2,0.17500000000000002,0.35000000000000003,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.375,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.4,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.42500000000000004,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.45,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.47500000000000003,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.5,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.525,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.55,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.5750000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.6000000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.625,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.65,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.2,0.17500000000000002,0.675,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.7000000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.7250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.75,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.775,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.8,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.8250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.8500000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.875,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.9,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.925,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.9500000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,0.9750000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.2,0.17500000000000002,1.0,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.0,0.0,0.0,0.0
100,1500,0.30000000000000004,0.17500000000000002,0.025,0.02500002669194042,5.891632646529429e-12,0.012500013348916025
100,1500,0.30000000000000004,0.17500000000000002,0.05,0.05000258167448585,1.8052658540125527e-10,0.02500129092750622
100,1500,0.30000000000000004,0.17500000000000002,0.07500000000000001,0.07504187107527047,1.7408281129133863e-09,0.03752093640804929
100,1500,0.30000000000000004,0.17500000000000002,0.1,0.1003067858324021,9.967136146499197e-09,0.05015339789976912
100,1500,0.30000000000000004,0.17500000000000002,0.125,0.12645564818974164,4.291221049535535e-08,0.06322784555097608
100,1500,0.30000000000000004,0.17500000000000002,0.15000000000000002,0.15555851124797457,1.652256552255486e-07,0.07777933823681489
100,1500,0.30000000000000004,0.17500000000000002,0.17500000000000002,0.20185502576820913,9.439458645786275e-07,0.10092798485703686
100,1500,0.30000000000000004,0.17500000000000002,0.2,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.225,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.25,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.275,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.30000000000000004,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.325,1.0000000000000007,1.0000000000000009,1.0000000000000009
100,1500,0.30000000000000004,0.17500000000000002,0.35000000000000003,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.375,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.4,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.42500000000000004,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.45,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.47500000000000003,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.5,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.525,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.55,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.5750000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.6000000000000001,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.625,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.65,1.0000000000000004,1.0000000000000009,1.0000000000000007
100,1500,0.30000000000000004,0.17500000000000002,0.675,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.7000000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.7250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.75,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.775,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.8,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.8250000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.8500000000000001,1.0000000000000002,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.875,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.9,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.925,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.9500000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,0.9750000000000001,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.30000000000000004,0.17500000000000002,1.0,1.0,1.0000000000000009,1.0000000000000004
100,1500,0.4,0.17500000000000002,0.0,0.0,0.0,0.0
100,1500,0.4,0.17500000000000002,0.025,0.02500000009154027,2.73550582160675e-14,0.012500000045783813
100,1500,0.4,0.17500000000000002,0.05,0.05000001254944812,6.466607504847444e-13,0.025000006275047393
100,1500,0.4,0.17500000000000002,0.07500000000000001,0.0750003147240073,5.828255894429465e-12,0.037500157364917776
100,1500,0.4,0.17500000000000002,0.1,0.10000347341079073,3.282256206832033e-11,0.05000173672180665
100,1500,0.4,0.17500000000000002,0.125,0.125023234217689,1.3854713769523142e-10,0.06251161717811807
100,1500,0.4,0.17500000000000002,0.15000000000000002,0.15011044193245165,4.806693056083598e-10,0.07505522120656048
100,1500,0.4,0.17500000000000002,0.17500000000000002,0.17541039556928414,1.4514174342433646e-09,0.08770519851035079
100,1500,0.4,0.17500000000000002,0.2,0.2012751442116201,3.985372540395429e-09,0.10063757409849632
100,1500,0.4,0.17500000000000002,0.225,0.22851150681914012,1.0405487230805569e-08,0.11425575861231367
100,1500,0.4,0.17500000000000002,0.25,0.2592007154643707,2.767680649501145e-08,0.1296003715705886
100,1500,0.4,0.17500000000000002,0.275,0.3035821694307567,9.763389482033187e-08,0.15179113353232576
100,1500,0.4,0.17500000000000002,0.30000000000000004,0.9999996668801008,0.002740949911942978,0.5013703083960219
100,1500,0.4,0.17500000000000002,0.325,0.9999996787768564,0.0027409341023297076,0.501370306439593
100,1500,0.4,0.17500000000000002,0.35000000000000003,0.9999996906748634,0.0027409520030791997,0.5013703213389713
100,1500,0.4,0.17500000000000002,0.375,0.9999997025698552,0.002740885362795794,0.5013702939663255
100,1500,0.4,0.17500000000000002,0.4,0.9999997144697057,0.0027409586968915297,0.5013703365832987
100,1500,0.4,0.17500000000000002,0.42500000000000004,0.9999997263673643,0.0027409706154245526,0.5013703484913944
100,1500,0.4,0.17500000000000002,0.45,0.9999997382622186,0.002740892779347901,0.5013703155207833
100,1500,0.4,0.17500000000000002,0.47500000000000003,0.999999750160965,0.002740940887363442,0.5013703455241643
100,1500,0.4,0.17500000000000002,0.5,0.999999762058683,0.0027409575181502055,0.5013703597884166
100,1500,0.4,0.17500000000000002,0.525,0.9999997739560655,0.002740963839965581,0.5013703688980156
100,1500,0.4,0.17500000000000002,0.55,0.9999997858533692,0.002740968340546241,0.5013703770969578
100,1500,0.4,0.17500000000000002,0.5750000000000001,0.9999997977506438,0.0027409728163283,0.5013703852834861
100,1500,0.4,0.17500000000000002,0.6000000000000001,0.9999998096478883,0.002740977203190822,0.5013703934255396
100,1500,0.4,0.17500000000000002,0.625,0.9999998215430035,0.002740881207107086,0.5013703513750553
100,1500,0.4,0.17500000000000002,0.65,0.9999998334407939,0.002740909223800874,0.5013703713322973
100,1500,0.4,0.17500000000000002,0.675,0.9999998453383558,0.0027409298214969057,0.5013703875799264
100,1500,0.4,0.17500000000000002,0.7000000000000001,0.9999998572357349,0.002740943874962908,0.5013704005553489
100,1500,0.4,0.17500000000000002,0.7250000000000001,0.9999998691329824,0.002740952943240782,0.5013704110381116
100,1500,0.4,0.17500000000000002,0.75,0.999999881030142,0.0027409586446457703,0.5013704198373939
100,1500,0.4,0.17500000000000002,0.775,0.9999998929272447,0.0027409623219642643,0.5013704276246045
100,1500,0.4,0.17500000000000002,0.8,0.9999999048243096,0.0027409649488188085,0.5013704348865642
100,1500,0.4,0.17500000000000002,0.8250000000000001,0.9999999167213476,0.002740967171032583,0.5013704419461901
100,1500,0.4,0.17500000000000002,0.8500000000000001,0.9999999286183636,0.002740969396230548,0.5013704490072971
100,1500,0.4,0.17500000000000002,0.875,0.9999999405153597,0.002740971882703152,0.5013704561990314
100,1500,0.4,0.17500000000000002,0.9,0.9999999524123354,0.002740974808285188,0.5013704636103103
100,1500,0.4,0.17500000000000002,0.925,0.9999999643092898,0.0027409783168187672,0.5013704713130543
100,1500,0.4,0.17500000000000002,0.9500000000000001,0.9999999762062207,0.002740982546860049,0.5013704793765403
100,1500,0.4,0.17500000000000002,0.9750000000000001,0.9999999881030142,0.002740907958207976,0.501370448030611
100,1500,0.4,0.17500000000000002,1.0,1.0,0.0027409639696187238,0.5013704819848094
100,1500,0.5,0.17500000000000002,0.0,0.0,0.0,0.0
100,1500,0.5,0.17500000000000002,0.025,0.025000000000725768,7.383364525229696e-16,0.012500000000363254
100,1500,0.5,0.17500000000000002,0.05,0.050000000085378624,9.229044696365576e-15,0.025000000042693926
100,1500,0.5,0.17500000000000002,0.07500000000000001,0.07500000240367015,6.055589979728223e-14,0.037500001201865356
100,1500,0.5,0.17500000000000002,0.1,0.10000003240253157,2.8349065318057075e-13,0.05000001620140753
100,1500,0.5,0.17500000000000002,0.125,0.12500027351987308,1.0681100953768367e-12,0.0625001367604706
100,1500,0.5,0.17500000000000002,0.15000000000000002,0.15000165804206295,3.447722776748696e-12,0.07500082902275533
100,1500,0.5,0.17500000000000002,0.17500000000000002,0.17500782558625982,9.897919059174545e-12,0.08750391279807887
100,1500,0.5,0.17500000000000002,0.2,0.20003031410184977,2.5907946127239272e-11,0.10001515706387885
100,1500,0.5,0.17500000000000002,0.225,0.22510001859998777,6.294913366462242e-11,0.11255000933146846
100,1500,0.5,0.17500000000000002,0.25,0.25028914075129094,1.4404107226524725e-10,0.125144570447666
100,1500,0.5,0.17500000000000002,0.275,0.2757497485503909,3.14519562321842e-10,0.13787487443245525
100,1500,0.5,0.17500000000000002,0.30000000000000004,0.30178253763804314,6.64872040336394e-10,0.1508912691514576
100,1500,0.5,0.17500000000000002,0.325,0.3289781070757044,1.386517766595118e-09,0.1644890542311111
100,1500,0.5,0.17500000000000002,0.35000000000000003,0.35860174175578907,2.943230262229973e-09,0.17930087234950967
100,1500,0.5,0.17500000000000002,0.375,0.39425277917959145,6.872841007424713e-09,0.19712639302621623
100,1500,0.5,0.17500000000000002,0.4,0.999981635506848,6.993018677439099e-05,0.5000257828468112
100,1500,0.5,0.17500000000000002,0.42500000000000004,0.999982401360037,6.99305670832409e-05,0.5000261659635601
100,1500,0.5,0.17500000000000002,0.45,0.9999831672166568,6.993130356373345e-05,0.5000265492601103
100,1500,0.5,0.17500000000000002,0.47500000000000003,0.9999839329843079,6.9931891847057e-05,0.5000269324380775
100,1500,0.5,0.17500000000000002,0.5,0.9999846986146979,6.993199076240947e-05,0.5000273153027301
100,1500,0.5,0.17500000000000002,0.525,0.9999854643334405,6.993305376974837e-05,0.5000276986936051
100,1500,0.5,0.17500000000000002,0.55,0.9999862296730251,6.993213465604943e-05,0.5000280809038405
100,1500,0.5,0.17500000000000002,0.5750000000000001,0.9999869954019975,6.993385755903058e-05,0.5000284646297782
100,1500,0.5,0.17500000000000002,0.6000000000000001,0.999987760888448,6.993466251183421e-05,0.50002884777548
100,1500,0.5,0.17500000000000002,0.625,0.9999885262929044,6.993529806043138e-05,0.5000292307954824
100,1500,0.5,0.17500000000000002,0.65,0.9999892912422894,6.993265773144629e-05,0.5000296119500104
100,1500,0.5,0.17500000000000002,0.675,0.999990056797646,6.993519599935199e-05,0.5000299959968226
100,1500,0.5,0.17500000000000002,0.7000000000000001,0.9999908220877265,6.993640170322742e-05,0.5000303792447148
100,1500,0.5,0.17500000000000002,0.7250000000000001,0.9999915872663672,6.993722832609991e-05,0.5000307622473467
100,1500,0.5,0.17500000000000002,0.75,0.9999923523702611,6.993792773445004e-05,0.5000311451489977
100,1500,0.5,0.17500000000000002,0.775,0.9999931174087608,6.993856914505657e-05,0.500031527988953
100,1500,0.5,0.17500000000000002,0.8,0.9999938823846714,6.993917648891071e-05,0.5000319107805802
100,1500,0.5,0.17500000000000002,0.8250000000000001,0.9999946472990656,6.993976211317824e-05,0.5000322935305894
100,1500,0.5,0.17500000000000002,0.8500000000000001,0.9999954121524502,6.994033428961281e-05,0.5000326762433699
100,1500,0.5,0.17500000000000002,0.875,0.9999961768995334,6.993887938344862e-05,0.5000330578894584
100,1500,0.5,0.17500000000000002,0.9,0.9999969416619683,6.99404138330116e-05,0.5000334410379006
100,1500,0.5,0.17500000000000002,0.925,0.9999977063432259,6.994141196660524e-05,0.5000338238775963
100,1500,0.5,0.17500000000000002,0.9500000000000001,0.9999984709575962,6.994220139297143e-05,0.5000342065794946
100,1500,0.5,0.17500000000000002,0.9750000000000001,0.9999992355095295,6.994293746221325e-05,0.5000345892234959
100,1500,0.5,0.17500000000000002,1.0,1.0,6.994287257394795e-05,0.500034971436287
100,1500,0.1,0.2,0.0,0.0,0.0,0.0
100,1500,0.1,0.2,0.025,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.05,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.07500000000000001,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.1,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.125,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.15000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.17500000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.2,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.225,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.25,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.275,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.30000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.325,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.35000000000000003,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.375,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.4,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.42500000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.45,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.47500000000000003,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.5,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.525,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.55,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.5750000000000001,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.6000000000000001,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.625,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.65,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.675,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.1,0.2,0.7000000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.7250000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.75,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.775,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.8,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.8250000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.8500000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.875,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.9,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.925,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.9500000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,0.9750000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.1,0.2,1.0,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.0,0.0,0.0,0.0
100,1500,0.2,0.2,0.025,0.025026145793409928,4.9943846458896707e-08,0.012513097868628193
100,1500,0.2,0.2,0.05,0.05080026540463971,1.1089425747455e-06,0.025400687173607227
100,1500,0.2,0.2,0.07500000000000001,0.08315527676034126,1.1057108541355257e-05,0.04158316693444131
100,1500,0.2,0.2,0.1,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.125,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.15000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.17500000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.2,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.225,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.25,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.275,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.30000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.325,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.35000000000000003,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.375,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.4,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.42500000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.45,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.47500000000000003,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.5,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.525,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.55,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.5750000000000001,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.6000000000000001,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.625,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.65,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.675,1.0000000000000002,1.0000000000000004,1.0000000000000004
100,1500,0.2,0.2,0.7000000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.7250000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.75,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.775,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.8,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.8250000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.8500000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.875,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.9,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.925,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.9500000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,0.9750000000000001,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.2,0.2,1.0,1.0,1.0000000000000004,1.0000000000000002
100,1500,0.30000000000000004,0.2,0.0,0.0,0.0,0.0
100,1500,0.30000000000000004,0.2,0.025,0.025000023739050976,1.3260797457594177e-11,0.012500011876155888
100,1500,0.30000000000000004,0.2,0.05,0.05000217165844725,4.255417610302827e-10,0.025001086041994507
100,1500,0.30000000000000004,0.2,0.07500000000000001,0.07503452064061263,4.239006937212079e-09,0.03751726243980978
100,1500,0.30000000000000004,0.2,0.1,0.10025031101752273,2.473106244821709e-08,0.05012516787429259
100,1500,0.30000000000000004,0.2,0.125,0.12617428665165006,1.0687644526217976e-07,0.06308719676404766
100,1500,0.30000000000000004,0.2,0.15000000000000002,0.15435027898431353,4.0064289503992017e-07,0.07717533981360428
100,1500,0.30000000000000004,0.2,0.17500000000000002,0.19129045345885282,1.6897186834603986e-06,0.09564607158876814
100,1500,0.30000000000000004,0.2,0.2,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.225,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.25,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.275,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.30000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.325,1.0000000000000004,1.0000000000000004,1.0000000000000004
100,1500,0.30000000000000004,0.2,0.35000000000000003,1.0000000000000002,1.0000000000000004,1.0000000000000004
